# Inputs `services/name_rules.normalize_nfc` normalises differently from OTP.
# Each line is `INPUT<TAB>WHAT-WE-PRODUCE`, both comma-separated hex.
#
# Keyed on the OUTPUT as well as the input. Keying on the input alone exempted
# a quarter of the corpus from output checking entirely: deleting the
# `previous_ccc == 0` clause from `_compose` — the whole point of that function
# — left `check.py` at exit 0, because the rows it broke were already listed
# for a different reason. `check.py` also asserts this file's row count.
#
# Rows are DEDUPED. An earlier revision listed 24 signatures twice, every one
# `1100..1117,AC00,11A7`, produced where two generators in probe.exs overlap.
# `check.py` compares deduped to deduped, so it could not see a row listed
# twice. The count in the banner below is the unique one, and is the figure
# `check.py` asserts against.
#
# ==========================================================================
#   17423 unique diverging signatures out of 72269 corpus rows.
#
#     group 1       32   composition rule (base, mark, class-zero, lower mark)
#     group 2A     616   jamo lead + non-Hangul two-part vowel
#     group 2B   15652   jamo lead + precomposed Hangul syllable
#     group 2C     126   jamo lead + bare jamo  (REVERSE direction of 2B)
#     group 2D     997   OTP deletes U+11A7 after an LV syllable or L+V pair
# ==========================================================================
#
# READ THIS BEFORE CHANGING `_compose`:
#
#   * 2C IS THE REVERSE DIRECTION FROM 2B. A fix aimed only at 2B makes 2C
#     worse. This is the trap in this artefact.
#   * 2D is PURE HANGUL — no second script involved — so do not describe the
#     gap as cross-script. It was invisible until the trailers were extended
#     down to U+11A7; they started at U+11A8.
#   * These counts are NOT the size of the gap. They are the size of the
#     intersection between the gap and this corpus. Measured exhaustively
#     rather than over the probe, groups 1, 2A and 2C are 91,200 / >=3,604 /
#     10,773 — three orders of magnitude apart from what the probe finds for
#     group 1. They looked steady across earlier widenings only because those
#     widenings moved the axis 2B feeds on and left the others alone.
#   * 2B does not converge. It diverges for 106 of 125 jamo leads (84.8%).
#
# --- what these are ---
#
# GROUP 1 -- the composition-rule gap documented in `normalize_nfc`: a base, a
# mark, any class-zero character, then a mark of lower class.
#
# GROUPS 2A-2D -- the Hangul routing gap, OpenFn/apollo#655. `_compose` sends
# any cluster containing a Hangul-class character to Python's spec NFC, and OTP
# instead composes onto the cluster lead. That is FOUR mechanisms:
#
#   2A -- a jamo lead followed by a *non-Hangul* two-part vowel (Indic,
#      Sinhala, Balinese). No Hangul syllable involved, which is why it is the
#      least obvious.
#   2B -- a jamo lead followed by a precomposed Hangul syllable, which OTP
#      decomposes because it is not the cluster lead. `U+1113 U+AC00` is
#      `1113,1100,1161` in OTP and `1113,AC00` here.
#   2C -- a jamo lead followed by bare jamo, which we compose into a syllable
#      and OTP leaves apart.
#   2D -- OTP deletes U+11A7 after an LV syllable or an L+V pair, for 100% of
#      the 399 LV syllables. We keep it.
#
# The corpus sweeps the boundary of every range in `name_rules`, plus one
# either side, generated by edges.py — a hand-picked slice never steps across
# an edge, and three rounds running that is where the surviving mutant was.
# It also sweeps the extended jamo blocks (U+A960-A97C lead,
# U+D7B0-D7C6 vowel, U+D7CB-D7FB trailing). It had zero codepoints from all
# three, so narrowing any of the `_HANGUL_*` ranges in `name_rules` left this
# harness at exit 0 while `U+A960 U+1161` went from one grapheme to two.
#
# Ordinary Korean text is unaffected: `한국어`, `안녕하세요` and `환자 등록` all
# round-trip. But 2D is pure Hangul, so do not describe the gap as cross-script.
#
# If you have fixed a group, delete its rows and re-run check.py.
# --- group 1: composition rule (32 rows) ---
41,302,200C,323	1EAC,200C
1128,C145	1128,C145
1128,C1B2	1128,C1B2
1128,C21F	1128,C21F
1128,C28C	1128,C28C
1128,C2F9	1128,C2F9
1128,C365	1128,C365
1128,C3D2	1128,C3D2
1128,C43F	1128,C43F
1128,C4AC	1128,C4AC
1128,C519	1128,C519
1128,C586	1128,C586
1128,C5F3	1128,C5F3
1128,C660	1128,C660
1128,C6CD	1128,C6CD
1128,C739	1128,C739
1128,C7A6	1128,C7A6
1128,C813	1128,C813
1128,C880	1128,C880
1128,C8ED	1128,C8ED
1128,C95A	1128,C95A
1128,C9C7	1128,C9C7
1128,CA34	1128,CA34
1128,CAA1	1128,CAA1
1128,CB0D	1128,CB0D
1128,CB7A	1128,CB7A
1128,CBE7	1128,CBE7
1128,CC54	1128,CC54
1128,CCC1	1128,CCC1
1128,CD2E	1128,CD2E
1128,CD9B	1128,CD9B
1128,CE08	1128,CE08
1128,CE75	1128,CE75
1128,CEE1	1128,CEE1
1128,CF4E	1128,CF4E
1128,CFBB	1128,CFBB
1128,D028	1128,D028
1128,D095	1128,D095
1128,D102	1128,D102
1128,D16F	1128,D16F
1128,D1DC	1128,D1DC
1128,D249	1128,D249
1128,D2B5	1128,D2B5
1128,D322	1128,D322
1128,D38F	1128,D38F
1128,D3FC	1128,D3FC
1128,D469	1128,D469
1128,D4D6	1128,D4D6
1128,D543	1128,D543
1128,D5B0	1128,D5B0
1128,D61D	1128,D61D
1128,D689	1128,D689
1128,D6F6	1128,D6F6
1128,D763	1128,D763
1129,AC01	1129,AC01
1129,AC6D	1129,AC6D
1129,ACDA	1129,ACDA
1129,AD47	1129,AD47
1129,ADB4	1129,ADB4
1129,AE21	1129,AE21
1129,AE8E	1129,AE8E
1129,AEFB	1129,AEFB
1129,AF68	1129,AF68
1129,AFD5	1129,AFD5
1129,B041	1129,B041
1129,B0AE	1129,B0AE
1129,B11B	1129,B11B
1129,B188	1129,B188
1129,B1F5	1129,B1F5
1129,B262	1129,B262
1129,B2CF	1129,B2CF
1129,B33C	1129,B33C
1129,B3A9	1129,B3A9
1129,B415	1129,B415
1129,B482	1129,B482
1129,B4EF	1129,B4EF
1129,B55C	1129,B55C
1129,B5C9	1129,B5C9
1129,B636	1129,B636
1129,B6A3	1129,B6A3
1129,B710	1129,B710
1129,B77D	1129,B77D
1129,B7E9	1129,B7E9
1129,B856	1129,B856
1129,B8C3	1129,B8C3
1129,B930	1129,B930
1129,B99D	1129,B99D
1129,BA0A	1129,BA0A
1129,BA77	1129,BA77
1129,BAE4	1129,BAE4
1129,BB51	1129,BB51
1129,BBBD	1129,BBBD
1129,BC2A	1129,BC2A
1129,BC97	1129,BC97
1129,BD04	1129,BD04
1129,BD71	1129,BD71
1129,BDDE	1129,BDDE
1129,BE4B	1129,BE4B
1129,BEB8	1129,BEB8
1129,BF25	1129,BF25
1129,BF91	1129,BF91
1129,BFFE	1129,BFFE
1129,C06B	1129,C06B
1129,C0D8	1129,C0D8
1129,C145	1129,C145
1129,C1B2	1129,C1B2
1129,C21F	1129,C21F
1129,C28C	1129,C28C
1129,C2F9	1129,C2F9
1129,C365	1129,C365
1129,C3D2	1129,C3D2
1129,C43F	1129,C43F
1129,C4AC	1129,C4AC
1129,C519	1129,C519
1129,C586	1129,C586
1129,C5F3	1129,C5F3
1129,C660	1129,C660
1129,C6CD	1129,C6CD
1129,C739	1129,C739
1129,C7A6	1129,C7A6
1129,C813	1129,C813
1129,C880	1129,C880
1129,C8ED	1129,C8ED
1129,C95A	1129,C95A
1129,C9C7	1129,C9C7
1129,CA34	1129,CA34
1129,CAA1	1129,CAA1
1129,CB0D	1129,CB0D
1129,CB7A	1129,CB7A
1129,CBE7	1129,CBE7
1129,CC54	1129,CC54
1129,CCC1	1129,CCC1
1129,CD2E	1129,CD2E
1129,CD9B	1129,CD9B
1129,CE08	1129,CE08
1129,CE75	1129,CE75
1129,CEE1	1129,CEE1
1129,CF4E	1129,CF4E
1129,CFBB	1129,CFBB
1129,D028	1129,D028
1129,D095	1129,D095
1129,D102	1129,D102
1129,D16F	1129,D16F
1129,D1DC	1129,D1DC
1129,D249	1129,D249
1129,D2B5	1129,D2B5
1129,D322	1129,D322
1129,D38F	1129,D38F
1129,D3FC	1129,D3FC
1129,D469	1129,D469
1129,D4D6	1129,D4D6
1129,D543	1129,D543
1129,D5B0	1129,D5B0
1129,D61D	1129,D61D
1129,D689	1129,D689
1129,D6F6	1129,D6F6
1129,D763	1129,D763
112A,AC01	112A,AC01
112A,AC6D	112A,AC6D
112A,ACDA	112A,ACDA
112A,AD47	112A,AD47
112A,ADB4	112A,ADB4
112A,AE21	112A,AE21
112A,AE8E	112A,AE8E
112A,AEFB	112A,AEFB
112A,AF68	112A,AF68
112A,AFD5	112A,AFD5
112A,B041	112A,B041
112A,B0AE	112A,B0AE
112A,B11B	112A,B11B
112A,B188	112A,B188
112A,B1F5	112A,B1F5
112A,B262	112A,B262
112A,B2CF	112A,B2CF
112A,B33C	112A,B33C
112A,B3A9	112A,B3A9
112A,B415	112A,B415
112A,B482	112A,B482
112A,B4EF	112A,B4EF
112A,B55C	112A,B55C
112A,B5C9	112A,B5C9
112A,B636	112A,B636
112A,B6A3	112A,B6A3
112A,B710	112A,B710
112A,B77D	112A,B77D
112A,B7E9	112A,B7E9
112A,B856	112A,B856
112A,B8C3	112A,B8C3
112A,B930	112A,B930
112A,B99D	112A,B99D
112A,BA0A	112A,BA0A
112A,BA77	112A,BA77
112A,BAE4	112A,BAE4
112A,BB51	112A,BB51
112A,BBBD	112A,BBBD
112A,BC2A	112A,BC2A
112A,BC97	112A,BC97
112A,BD04	112A,BD04
112A,BD71	112A,BD71
112A,BDDE	112A,BDDE
112A,BE4B	112A,BE4B
112A,BEB8	112A,BEB8
112A,BF25	112A,BF25
112A,BF91	112A,BF91
112A,BFFE	112A,BFFE
112A,C06B	112A,C06B
112A,C0D8	112A,C0D8
112A,C145	112A,C145
112A,C1B2	112A,C1B2
112A,C21F	112A,C21F
112A,C28C	112A,C28C
112A,C2F9	112A,C2F9
112A,C365	112A,C365
112A,C3D2	112A,C3D2
112A,C43F	112A,C43F
112A,C4AC	112A,C4AC
112A,C519	112A,C519
112A,C586	112A,C586
112A,C5F3	112A,C5F3
112A,C660	112A,C660
112A,C6CD	112A,C6CD
112A,C739	112A,C739
112A,C7A6	112A,C7A6
112A,C813	112A,C813
112A,C880	112A,C880
112A,C8ED	112A,C8ED
112A,C95A	112A,C95A
112A,C9C7	112A,C9C7
112A,CA34	112A,CA34
112A,CAA1	112A,CAA1
112A,CB0D	112A,CB0D
112A,CB7A	112A,CB7A
112A,CBE7	112A,CBE7
112A,CC54	112A,CC54
112A,CCC1	112A,CCC1
112A,CD2E	112A,CD2E
112A,CD9B	112A,CD9B
112A,CE08	112A,CE08
112A,CE75	112A,CE75
112A,CEE1	112A,CEE1
112A,CF4E	112A,CF4E
112A,CFBB	112A,CFBB
112A,D028	112A,D028
112A,D095	112A,D095
112A,D102	112A,D102
112A,D16F	112A,D16F
112A,D1DC	112A,D1DC
112A,D249	112A,D249
112A,D2B5	112A,D2B5
112A,D322	112A,D322
112A,D38F	112A,D38F
112A,D3FC	112A,D3FC
112A,D469	112A,D469
112A,D4D6	112A,D4D6
112A,D543	112A,D543
112A,D5B0	112A,D5B0
112A,D61D	112A,D61D
112A,D689	112A,D689
112A,D6F6	112A,D6F6
112A,D763	112A,D763
112B,AC01	112B,AC01
112B,AC6D	112B,AC6D
112B,ACDA	112B,ACDA
112B,AD47	112B,AD47
112B,ADB4	112B,ADB4
112B,AE21	112B,AE21
112B,AE8E	112B,AE8E
112B,AEFB	112B,AEFB
112B,AF68	112B,AF68
112B,AFD5	112B,AFD5
112B,B041	112B,B041
112B,B0AE	112B,B0AE
112B,B11B	112B,B11B
112B,B188	112B,B188
112B,B1F5	112B,B1F5
112B,B262	112B,B262
112B,B2CF	112B,B2CF
112B,B33C	112B,B33C
112B,B3A9	112B,B3A9
112B,B415	112B,B415
112B,B482	112B,B482
112B,B4EF	112B,B4EF
112B,B55C	112B,B55C
112B,B5C9	112B,B5C9
112B,B636	112B,B636
112B,B6A3	112B,B6A3
112B,B710	112B,B710
112B,B77D	112B,B77D
112B,B7E9	112B,B7E9
112B,B856	112B,B856
112B,B8C3	112B,B8C3
112B,B930	112B,B930
112B,B99D	112B,B99D
112B,BA0A	112B,BA0A
112B,BA77	112B,BA77
112B,BAE4	112B,BAE4
112B,BB51	112B,BB51
112B,BBBD	112B,BBBD
112B,BC2A	112B,BC2A
112B,BC97	112B,BC97
112B,BD04	112B,BD04
112B,BD71	112B,BD71
112B,BDDE	112B,BDDE
112B,BE4B	112B,BE4B
112B,BEB8	112B,BEB8
112B,BF25	112B,BF25
112B,BF91	112B,BF91
112B,BFFE	112B,BFFE
112B,C06B	112B,C06B
112B,C0D8	112B,C0D8
112B,C145	112B,C145
112B,C1B2	112B,C1B2
112B,C21F	112B,C21F
112B,C28C	112B,C28C
112B,C2F9	112B,C2F9
112B,C365	112B,C365
112B,C3D2	112B,C3D2
112B,C43F	112B,C43F
112B,C4AC	112B,C4AC
112B,C519	112B,C519
112B,C586	112B,C586
112B,C5F3	112B,C5F3
112B,C660	112B,C660
112B,C6CD	112B,C6CD
112B,C739	112B,C739
112B,C7A6	112B,C7A6
112B,C813	112B,C813
112B,C880	112B,C880
112B,C8ED	112B,C8ED
112B,C95A	112B,C95A
112B,C9C7	112B,C9C7
112B,CA34	112B,CA34
112B,CAA1	112B,CAA1
112B,CB0D	112B,CB0D
112B,CB7A	112B,CB7A
112B,CBE7	112B,CBE7
112B,CC54	112B,CC54
112B,CCC1	112B,CCC1
112B,CD2E	112B,CD2E
112B,CD9B	112B,CD9B
112B,CE08	112B,CE08
112B,CE75	112B,CE75
112B,CEE1	112B,CEE1
112B,CF4E	112B,CF4E
112B,CFBB	112B,CFBB
112B,D028	112B,D028
112B,D095	112B,D095
112B,D102	112B,D102
112B,D16F	112B,D16F
112B,D1DC	112B,D1DC
112B,D249	112B,D249
112B,D2B5	112B,D2B5
112B,D322	112B,D322
112B,D38F	112B,D38F
112B,D3FC	112B,D3FC
112B,D469	112B,D469
112B,D4D6	112B,D4D6
112B,D543	112B,D543
112B,D5B0	112B,D5B0
112B,D61D	112B,D61D
112B,D689	112B,D689
112B,D6F6	112B,D6F6
112B,D763	112B,D763
112C,AC01	112C,AC01
112C,AC6D	112C,AC6D
112C,ACDA	112C,ACDA
112C,AD47	112C,AD47
112C,ADB4	112C,ADB4
112C,AE21	112C,AE21
112C,AE8E	112C,AE8E
112C,AEFB	112C,AEFB
112C,AF68	112C,AF68
112C,AFD5	112C,AFD5
112C,B041	112C,B041
112C,B0AE	112C,B0AE
112C,B11B	112C,B11B
112C,B188	112C,B188
112C,B1F5	112C,B1F5
112C,B262	112C,B262
112C,B2CF	112C,B2CF
112C,B33C	112C,B33C
112C,B3A9	112C,B3A9
112C,B415	112C,B415
112C,B482	112C,B482
112C,B4EF	112C,B4EF
112C,B55C	112C,B55C
112C,B5C9	112C,B5C9
112C,B636	112C,B636
112C,B6A3	112C,B6A3
112C,B710	112C,B710
112C,B77D	112C,B77D
112C,B7E9	112C,B7E9
112C,B856	112C,B856
112C,B8C3	112C,B8C3
112C,B930	112C,B930
112C,B99D	112C,B99D
112C,BA0A	112C,BA0A
112C,BA77	112C,BA77
112C,BAE4	112C,BAE4
112C,BB51	112C,BB51
112C,BBBD	112C,BBBD
112C,BC2A	112C,BC2A
112C,BC97	112C,BC97
112C,BD04	112C,BD04
112C,BD71	112C,BD71
112C,BDDE	112C,BDDE
112C,BE4B	112C,BE4B
112C,BEB8	112C,BEB8
112C,BF25	112C,BF25
112C,BF91	112C,BF91
112C,BFFE	112C,BFFE
112C,C06B	112C,C06B
112C,C0D8	112C,C0D8
112C,C145	112C,C145
112C,C1B2	112C,C1B2
112C,C21F	112C,C21F
112C,C28C	112C,C28C
112C,C2F9	112C,C2F9
112C,C365	112C,C365
112C,C3D2	112C,C3D2
112C,C43F	112C,C43F
112C,C4AC	112C,C4AC
112C,C519	112C,C519
112C,C586	112C,C586
112C,C5F3	112C,C5F3
112C,C660	112C,C660
112C,C6CD	112C,C6CD
112C,C739	112C,C739
112C,C7A6	112C,C7A6
112C,C813	112C,C813
112C,C880	112C,C880
112C,C8ED	112C,C8ED
112C,C95A	112C,C95A
112C,C9C7	112C,C9C7
112C,CA34	112C,CA34
112C,CAA1	112C,CAA1
112C,CB0D	112C,CB0D
112C,CB7A	112C,CB7A
112C,CBE7	112C,CBE7
112C,CC54	112C,CC54
112C,CCC1	112C,CCC1
112C,CD2E	112C,CD2E
112C,CD9B	112C,CD9B
112C,CE08	112C,CE08
112C,CE75	112C,CE75
112C,CEE1	112C,CEE1
112C,CF4E	112C,CF4E
112C,CFBB	112C,CFBB
112C,D028	112C,D028
112C,D095	112C,D095
112C,D102	112C,D102
112C,D16F	112C,D16F
112C,D1DC	112C,D1DC
112C,D249	112C,D249
112C,D2B5	112C,D2B5
112C,D322	112C,D322
112C,D38F	112C,D38F
112C,D3FC	112C,D3FC
112C,D469	112C,D469
112C,D4D6	112C,D4D6
112C,D543	112C,D543
112C,D5B0	112C,D5B0
112C,D61D	112C,D61D
112C,D689	112C,D689
112C,D6F6	112C,D6F6
112C,D763	112C,D763
112D,AC01	112D,AC01
112D,AC6D	112D,AC6D
112D,ACDA	112D,ACDA
112D,AD47	112D,AD47
112D,ADB4	112D,ADB4
112D,AE21	112D,AE21
112D,AE8E	112D,AE8E
112D,AEFB	112D,AEFB
112D,AF68	112D,AF68
112D,AFD5	112D,AFD5
112D,B041	112D,B041
112D,B0AE	112D,B0AE
112D,B11B	112D,B11B
112D,B188	112D,B188
112D,B1F5	112D,B1F5
112D,B262	112D,B262
112D,B2CF	112D,B2CF
112D,B33C	112D,B33C
112D,B3A9	112D,B3A9
112D,B415	112D,B415
112D,B482	112D,B482
112D,B4EF	112D,B4EF
112D,B55C	112D,B55C
112D,B5C9	112D,B5C9
112D,B636	112D,B636
112D,B6A3	112D,B6A3
112D,B710	112D,B710
112D,B77D	112D,B77D
112D,B7E9	112D,B7E9
112D,B856	112D,B856
112D,B8C3	112D,B8C3
112D,B930	112D,B930
112D,B99D	112D,B99D
112D,BA0A	112D,BA0A
112D,BA77	112D,BA77
112D,BAE4	112D,BAE4
112D,BB51	112D,BB51
112D,BBBD	112D,BBBD
112D,BC2A	112D,BC2A
112D,BC97	112D,BC97
112D,BD04	112D,BD04
112D,BD71	112D,BD71
112D,BDDE	112D,BDDE
112D,BE4B	112D,BE4B
112D,BEB8	112D,BEB8
112D,BF25	112D,BF25
112D,BF91	112D,BF91
112D,BFFE	112D,BFFE
112D,C06B	112D,C06B
112D,C0D8	112D,C0D8
112D,C145	112D,C145
112D,C1B2	112D,C1B2
112D,C21F	112D,C21F
112D,C28C	112D,C28C
112D,C2F9	112D,C2F9
112D,C365	112D,C365
112D,C3D2	112D,C3D2
112D,C43F	112D,C43F
112D,C4AC	112D,C4AC
112D,C519	112D,C519
112D,C586	112D,C586
112D,C5F3	112D,C5F3
112D,C660	112D,C660
112D,C6CD	112D,C6CD
112D,C739	112D,C739
112D,C7A6	112D,C7A6
112D,C813	112D,C813
112D,C880	112D,C880
112D,C8ED	112D,C8ED
112D,C95A	112D,C95A
112D,C9C7	112D,C9C7
112D,CA34	112D,CA34
112D,CAA1	112D,CAA1
112D,CB0D	112D,CB0D
112D,CB7A	112D,CB7A
112D,CBE7	112D,CBE7
112D,CC54	112D,CC54
112D,CCC1	112D,CCC1
112D,CD2E	112D,CD2E
112D,CD9B	112D,CD9B
112D,CE08	112D,CE08
112D,CE75	112D,CE75
112D,CEE1	112D,CEE1
112D,CF4E	112D,CF4E
112D,CFBB	112D,CFBB
112D,D028	112D,D028
112D,D095	112D,D095
112D,D102	112D,D102
112D,D16F	112D,D16F
112D,D1DC	112D,D1DC
112D,D249	112D,D249
112D,D2B5	112D,D2B5
112D,D322	112D,D322
112D,D38F	112D,D38F
112D,D3FC	112D,D3FC
112D,D469	112D,D469
112D,D4D6	112D,D4D6
112D,D543	112D,D543
112D,D5B0	112D,D5B0
112D,D61D	112D,D61D
112D,D689	112D,D689
112D,D6F6	112D,D6F6
112D,D763	112D,D763
112E,AC01	112E,AC01
112E,AC6D	112E,AC6D
112E,ACDA	112E,ACDA
112E,AD47	112E,AD47
112E,ADB4	112E,ADB4
112E,AE21	112E,AE21
112E,AE8E	112E,AE8E
112E,AEFB	112E,AEFB
112E,AF68	112E,AF68
112E,AFD5	112E,AFD5
112E,B041	112E,B041
112E,B0AE	112E,B0AE
112E,B11B	112E,B11B
112E,B188	112E,B188
112E,B1F5	112E,B1F5
112E,B262	112E,B262
112E,B2CF	112E,B2CF
112E,B33C	112E,B33C
112E,B3A9	112E,B3A9
112E,B415	112E,B415
112E,B482	112E,B482
112E,B4EF	112E,B4EF
112E,B55C	112E,B55C
112E,B5C9	112E,B5C9
112E,B636	112E,B636
112E,B6A3	112E,B6A3
112E,B710	112E,B710
112E,B77D	112E,B77D
112E,B7E9	112E,B7E9
112E,B856	112E,B856
112E,B8C3	112E,B8C3
112E,B930	112E,B930
112E,B99D	112E,B99D
112E,BA0A	112E,BA0A
112E,BA77	112E,BA77
112E,BAE4	112E,BAE4
112E,BB51	112E,BB51
112E,BBBD	112E,BBBD
112E,BC2A	112E,BC2A
112E,BC97	112E,BC97
112E,BD04	112E,BD04
112E,BD71	112E,BD71
112E,BDDE	112E,BDDE
112E,BE4B	112E,BE4B
112E,BEB8	112E,BEB8
112E,BF25	112E,BF25
112E,BF91	112E,BF91
112E,BFFE	112E,BFFE
112E,C06B	112E,C06B
112E,C0D8	112E,C0D8
112E,C145	112E,C145
112E,C1B2	112E,C1B2
112E,C21F	112E,C21F
112E,C28C	112E,C28C
112E,C2F9	112E,C2F9
112E,C365	112E,C365
112E,C3D2	112E,C3D2
112E,C43F	112E,C43F
112E,C4AC	112E,C4AC
112E,C519	112E,C519
112E,C586	112E,C586
112E,C5F3	112E,C5F3
112E,C660	112E,C660
112E,C6CD	112E,C6CD
112E,C739	112E,C739
112E,C7A6	112E,C7A6
112E,C813	112E,C813
112E,C880	112E,C880
112E,C8ED	112E,C8ED
112E,C95A	112E,C95A
112E,C9C7	112E,C9C7
112E,CA34	112E,CA34
112E,CAA1	112E,CAA1
112E,CB0D	112E,CB0D
112E,CB7A	112E,CB7A
112E,CBE7	112E,CBE7
112E,CC54	112E,CC54
112E,CCC1	112E,CCC1
112E,CD2E	112E,CD2E
112E,CD9B	112E,CD9B
112E,CE08	112E,CE08
112E,CE75	112E,CE75
112E,CEE1	112E,CEE1
112E,CF4E	112E,CF4E
112E,CFBB	112E,CFBB
112E,D028	112E,D028
112E,D095	112E,D095
112E,D102	112E,D102
112E,D16F	112E,D16F
112E,D1DC	112E,D1DC
112E,D249	112E,D249
112E,D2B5	112E,D2B5
112E,D322	112E,D322
112E,D38F	112E,D38F
112E,D3FC	112E,D3FC
112E,D469	112E,D469
112E,D4D6	112E,D4D6
112E,D543	112E,D543
112E,D5B0	112E,D5B0
112E,D61D	112E,D61D
112E,D689	112E,D689
112E,D6F6	112E,D6F6
112E,D763	112E,D763
112F,AC01	112F,AC01
112F,AC6D	112F,AC6D
112F,ACDA	112F,ACDA
112F,AD47	112F,AD47
112F,ADB4	112F,ADB4
112F,AE21	112F,AE21
112F,AE8E	112F,AE8E
112F,AEFB	112F,AEFB
112F,AF68	112F,AF68
112F,AFD5	112F,AFD5
112F,B041	112F,B041
112F,B0AE	112F,B0AE
112F,B11B	112F,B11B
112F,B188	112F,B188
112F,B1F5	112F,B1F5
112F,B262	112F,B262
112F,B2CF	112F,B2CF
112F,B33C	112F,B33C
112F,B3A9	112F,B3A9
112F,B415	112F,B415
112F,B482	112F,B482
112F,B4EF	112F,B4EF
112F,B55C	112F,B55C
112F,B5C9	112F,B5C9
112F,B636	112F,B636
112F,B6A3	112F,B6A3
112F,B710	112F,B710
112F,B77D	112F,B77D
112F,B7E9	112F,B7E9
112F,B856	112F,B856
112F,B8C3	112F,B8C3
112F,B930	112F,B930
112F,B99D	112F,B99D
112F,BA0A	112F,BA0A
112F,BA77	112F,BA77
112F,BAE4	112F,BAE4
112F,BB51	112F,BB51
112F,BBBD	112F,BBBD
112F,BC2A	112F,BC2A
112F,BC97	112F,BC97
112F,BD04	112F,BD04
112F,BD71	112F,BD71
112F,BDDE	112F,BDDE
112F,BE4B	112F,BE4B
112F,BEB8	112F,BEB8
112F,BF25	112F,BF25
112F,BF91	112F,BF91
112F,BFFE	112F,BFFE
112F,C06B	112F,C06B
112F,C0D8	112F,C0D8
112F,C145	112F,C145
112F,C1B2	112F,C1B2
112F,C21F	112F,C21F
112F,C28C	112F,C28C
112F,C2F9	112F,C2F9
112F,C365	112F,C365
112F,C3D2	112F,C3D2
112F,C43F	112F,C43F
112F,C4AC	112F,C4AC
112F,C519	112F,C519
112F,C586	112F,C586
112F,C5F3	112F,C5F3
112F,C660	112F,C660
112F,C6CD	112F,C6CD
112F,C739	112F,C739
112F,C7A6	112F,C7A6
112F,C813	112F,C813
112F,C880	112F,C880
112F,C8ED	112F,C8ED
112F,C95A	112F,C95A
112F,C9C7	112F,C9C7
112F,CA34	112F,CA34
112F,CAA1	112F,CAA1
112F,CB0D	112F,CB0D
112F,CB7A	112F,CB7A
112F,CBE7	112F,CBE7
112F,CC54	112F,CC54
112F,CCC1	112F,CCC1
112F,CD2E	112F,CD2E
112F,CD9B	112F,CD9B
112F,CE08	112F,CE08
112F,CE75	112F,CE75
112F,CEE1	112F,CEE1
112F,CF4E	112F,CF4E
112F,CFBB	112F,CFBB
112F,D028	112F,D028
112F,D095	112F,D095
112F,D102	112F,D102
112F,D16F	112F,D16F
112F,D1DC	112F,D1DC
112F,D249	112F,D249
112F,D2B5	112F,D2B5
112F,D322	112F,D322
112F,D38F	112F,D38F
112F,D3FC	112F,D3FC
112F,D469	112F,D469
112F,D4D6	112F,D4D6
112F,D543	112F,D543
112F,D5B0	112F,D5B0
112F,D61D	112F,D61D
112F,D689	112F,D689
112F,D6F6	112F,D6F6
112F,D763	112F,D763
1130,AC01	1130,AC01
1130,AC6D	1130,AC6D
1130,ACDA	1130,ACDA
1130,AD47	1130,AD47
1130,ADB4	1130,ADB4
1130,AE21	1130,AE21
1130,AE8E	1130,AE8E
1130,AEFB	1130,AEFB
1130,AF68	1130,AF68
1130,AFD5	1130,AFD5
1130,B041	1130,B041
1130,B0AE	1130,B0AE
1130,B11B	1130,B11B
1130,B188	1130,B188
1130,B1F5	1130,B1F5
1130,B262	1130,B262
1130,B2CF	1130,B2CF
1130,B33C	1130,B33C
1130,B3A9	1130,B3A9
1130,B415	1130,B415
1130,B482	1130,B482
1130,B4EF	1130,B4EF
1130,B55C	1130,B55C
1130,B5C9	1130,B5C9
1130,B636	1130,B636
1130,B6A3	1130,B6A3
1130,B710	1130,B710
1130,B77D	1130,B77D
1130,B7E9	1130,B7E9
1130,B856	1130,B856
1130,B8C3	1130,B8C3
1130,B930	1130,B930
1130,B99D	1130,B99D
1130,BA0A	1130,BA0A
1130,BA77	1130,BA77
1130,BAE4	1130,BAE4
1130,BB51	1130,BB51
1130,BBBD	1130,BBBD
1130,BC2A	1130,BC2A
1130,BC97	1130,BC97
1130,BD04	1130,BD04
1130,BD71	1130,BD71
1130,BDDE	1130,BDDE
1130,BE4B	1130,BE4B
1130,BEB8	1130,BEB8
1130,BF25	1130,BF25
1130,BF91	1130,BF91
1130,BFFE	1130,BFFE
1130,C06B	1130,C06B
1130,C0D8	1130,C0D8
1130,C145	1130,C145
1130,C1B2	1130,C1B2
1130,C21F	1130,C21F
1130,C28C	1130,C28C
1130,C2F9	1130,C2F9
1130,C365	1130,C365
1130,C3D2	1130,C3D2
1130,C43F	1130,C43F
1130,C4AC	1130,C4AC
1130,C519	1130,C519
1130,C586	1130,C586
1130,C5F3	1130,C5F3
1130,C660	1130,C660
1130,C6CD	1130,C6CD
1130,C739	1130,C739
1130,C7A6	1130,C7A6
1130,C813	1130,C813
1130,C880	1130,C880
1130,C8ED	1130,C8ED
1130,C95A	1130,C95A
1130,C9C7	1130,C9C7
1130,CA34	1130,CA34
1130,CAA1	1130,CAA1
1130,CB0D	1130,CB0D
1130,CB7A	1130,CB7A
1130,CBE7	1130,CBE7
1130,CC54	1130,CC54
1130,CCC1	1130,CCC1
